locID;name;countryEN;countryRU;lat_deg;lat_deg_sign;lat_min;lat_sec;lon_deg;lon_deg_sign;lon_min;lon_sec;property;buffer;siteID;latitude;longitude;countryCode
943-010;Belfort met Lakenhal (Beffroi / Halle-aux-Draps);Belgium;Бельгия;N50;50;51;5.5;E2;2;53;12.7;0.493 ha;52.32 ha;943;50.8515278;2.8868611;bel
943-011;Het Belfort of Halletoren;Belgium;Бельгия;N50;50;49;40.2;E3;3;15;53.7;0.004 ha;28.07 ha;943;50.8278333;3.2649167;bel
943-012;Sint-Pieterskerk / Belfort;Belgium;Бельгия;N50;50;52;44.6;E4;4;42;7.3;0.255 ha;700 ha;943;50.8790556;4.7020278;bel
943-013;Stadhuis en Belforttoren;Belgium;Бельгия;N51;51;7;51.6;E4;4;34;13.7;0.052 ha;4.005 ha;943;51.131;4.5704722;bel
943-014;Voormalig Stadhuis met Belfort;Belgium;Бельгия;N50;50;58;49.9;E2;2;44;49.3;0.086 ha;19.05 ha;943;50.9805278;2.7470278;bel
943-015;Ancienne Halle avec Beffroi;Belgium;Бельгия;N51;51;1;40.7;E4;4;28;51.3;0.262 ha;0.0449 ha;943;51.0279722;4.4809167;bel
943-016;Tour de Saint-Rombaut;Belgium;Бельгия;N51;51;1;44.1;E4;4;28;40.8;;—;943;51.0289167;4.478;bel
943-017;Belfort en Stadhuis;Belgium;Бельгия;N50;50;47;46;E3;3;7;16.4;0.062 ha;12 ha;943;50.7961111;3.1212222;bel
943-018;Stadshal met Belfort;Belgium;Бельгия;N51;51;7;45.5;E2;2;45;4.5;0.04 ha;2 ha;943;51.1293056;2.75125;bel
943-019;Stadhuis met Belfort;Belgium;Бельгия;N50;50;50;37.3;E3;3;36;14.2;0.099 ha;51.0075 ha;943;50.8436944;3.6039444;bel
943-020;Stadhuis, Stadshal en Belfort;Belgium;Бельгия;N50;50;56;40.4;E3;3;7;28.4;0.162 ha;3 ha;943;50.9445556;3.1245556;bel
943-021;Stadhuis met Toren;Belgium;Бельгия;N50;50;48;56.6;E5;5;11;10.2;0.069 ha;25.0025 ha;943;50.8157222;5.1861667;bel
943-022;"""Halletoren"" ou Belfort, Hal en Schepenkamer";Belgium;Бельгия;N51;51;0;2.9;E3;3;19;36;0.02 ha;1 ha;943;51.0008056;3.3266667;bel
943-023;Sint-Germanuskerk met Stadstoren;Belgium;Бельгия;N50;50;48;28.3;E4;4;56;16.5;0.196 ha;3.075 ha;943;50.8078611;4.9379167;bel
943-024;Onze-Lieve-Lievevrouwebasiliek met Stadstoren;Belgium;Бельгия;N50;50;46;51.3;E5;5;27;47.7;0.0378 ha;54.0068 ha;943;50.7809167;5.46325;bel
943-025;Landhuis met Belfort;Belgium;Бельгия;N51;51;4;20.3;E2;2;39;41;0.093 ha;—;943;51.0723056;2.6613889;bel
943-026;Sint-Leonarduskerk;Belgium;Бельгия;N50;50;49;60;E5;5;6;11;0.2 ha;35.25 ha;943;50.8333333;5.1030556;bel
943-027;Beffroi de l'Hôtel de Ville de Binche;Belgium;Бельгия;N50;50;24;38.3;E4;4;9;55;0.0017 ha;29.56 ha;943;50.4106389;4.1652778;bel
943-028;Beffroi de l'Hôtel de Ville de Charleroi;Belgium;Бельгия;N50;50;24;42.5;E4;4;26;38.6;0.0072 ha;140.33 ha;943;50.4118056;4.4440556;bel
943-029;Beffroi de Mons;Belgium;Бельгия;N50;50;27;13.4;E3;3;57;1;0.0199 ha;171.08 ha;943;50.4537222;3.9502778;bel
943-030;Beffroi de Namur;Belgium;Бельгия;N50;50;27;50;E4;4;52;0.7;0.014 ha;123.92 ha;943;50.4638889;4.8668611;bel
943-031;Beffroi de Thuin;Belgium;Бельгия;N50;50;20;23.4;E4;4;17;13.2;0.01 ha;28.88 ha;943;50.3398333;4.287;bel
943-032;Beffroi de Tournai;Belgium;Бельгия;N50;50;36;20.2;E3;3;23;16.6;0.01 ha;230 ha;943;50.6056111;3.3879444;bel
943-033;Beffroi de l’Hôtel de Ville d’Armentières;France;Франция;N50;50;41;11;E2;2;52;57;;—;943;50.6863889;2.8825;fra
943-034;Beffroi de l’Hôtel de Ville de Bailleul;France;Франция;N50;50;44;23;E2;2;44;4;;—;943;50.7397222;2.7344444;fra
943-035;Beffroi de Bergues;France;Франция;N50;50;58;7;E2;2;25;51;;—;943;50.9686111;2.4308333;fra
943-036;Beffroi de l’église St-Martin de Cambrai;France;Франция;N50;50;10;28;E3;3;13;53;;—;943;50.1744444;3.2313889;fra
943-037;Beffroi de l’Hôtel de Ville de Comines;France;Франция;N50;50;45;55;E3;3;0;26;;—;943;50.7652778;3.0072222;fra
943-038;Beffroi de l’Hôtel de Ville de Douai;France;Франция;N50;50;22;4;E3;3;4;49;;—;943;50.3677778;3.0802778;fra
943-039;Beffroi de l’église St-Eloi de Dunkerque;France;Франция;N51;51;2;8;E2;2;22;34;;—;943;51.0355556;2.3761111;fra
943-040;Beffroi de l’Hôtel de Ville de Dunkerque;France;Франция;N51;51;2;19;E2;2;22;41;;—;943;51.0386111;2.3780556;fra
943-041;Beffroi de Gravelines;France;Франция;N50;50;59;12;E2;2;7;34;;—;943;50.9866667;2.1261111;fra
943-042;Beffroi de l’Hôtel de Ville de Lille;France;Франция;N50;50;37;50;E3;3;4;11;;—;943;50.6305556;3.0697222;fra
943-043;Beffroi de l’Hôtel de Ville de Loos;France;Франция;N50;50;36;54;E3;3;0;53;;—;943;50.615;3.0147222;fra
943-044;Beffroi de l’Hôtel de Ville d’Aire-sur-la-Lys;France;Франция;N50;50;38;19;E2;2;23;47;;—;943;50.6386111;2.3963889;fra
943-045;Beffroi de l’Hôtel de Ville d’Arras;France;Франция;N50;50;17;28;E2;2;46;37;;—;943;50.2911111;2.7769444;fra
943-046;Beffroi de Béthune;France;Франция;N50;50;31;52;E2;2;38;21;;—;943;50.5311111;2.6391667;fra
943-047;Beffroi de l’Hôtel de Ville de Boulogne;France;Франция;N50;50;43;32;E1;1;36;48;;—;943;50.7255556;1.6133333;fra
943-048;Beffroi de l’Hôtel de Ville de Calais;France;Франция;N50;50;57;11;E1;1;51;16;;—;943;50.9530556;1.8544444;fra
943-049;Beffroi de l’Hôtel de Ville d’Hesdin;France;Франция;N50;50;22;23;E2;2;2;11;;—;943;50.3730556;2.0363889;fra
943-050;Beffroi d’Abbeville;France;Франция;N50;50;6;27;E1;1;50;3;;—;943;50.1075;1.8341667;fra
943-051;Beffroi d’Amiens;France;Франция;N49;49;53;45;E2;2;17;47;;—;943;49.8958333;2.2963889;fra
943-052;Beffroi de l’ancienne maison communale de Doullens;France;Франция;N50;50;9;20;E2;2;20;28;;—;943;50.1555556;2.3411111;fra
943-053;Beffroi de porte de Lucheux;France;Франция;N50;50;11;50;E2;2;24;38;;—;943;50.1972222;2.4105556;fra
943-054;Beffroi de Rue;France;Франция;N50;50;16;21;E1;1;40;8;;—;943;50.2725;1.6688889;fra
943-055;Beffroi de Saint-Riquier;France;Франция;N50;50;8;4;E1;1;56;45;;—;943;50.1344444;1.9458333;fra
943-056;Beffroi de Gembloux;Belgium;Бельгия;N50;50;33;42;E4;4;41;39;;;943;50.5616667;4.6941667;bel
1005-001;Hôtel Tassel;Belgium;Бельгия;N50;50;49;41;E4;4;21;44;;2 ha;1005;50.8280556;4.3622222;bel
1005-002;Hôtel Solvay;Belgium;Бельгия;N50;50;49;34.3;E4;4;21;55.5;;5 ha;1005;50.8261944;4.3654167;bel
1005-003;Hôtel van Eetvelde;Belgium;Бельгия;N50;50;50;49.2;E4;4;22;49.1;;—;1005;50.847;4.3803056;bel
1005-004;Maison & Atelier Horta;Belgium;Бельгия;N50;50;49;27.2;E4;4;21;20.4;;3 ha;1005;50.8242222;4.3556667;bel
1344rev-001;Grand Hornu;Belgium;Бельгия;N50;50;26;7;E3;3;50;18;15.86 ha;47.81 ha;1344;50.4352778;3.8383333;bel
1344rev-002;Bois-du-Luc;Belgium;Бельгия;N50;50;28;17;E4;4;8;58;62.55 ha;100.21 ha;1344;50.4713889;4.1494444;bel
1344rev-003;Bois du Cazier;Belgium;Бельгия;N50;50;22;40;E4;4;26;27;26.88 ha;104.06 ha;1344;50.3777778;4.4408333;bel
1344rev-004;Blegny-Mine;Belgium;Бельгия;N50;50;41;10;E5;5;43;21;12.78 ha;92.62 ha;1344;50.6861111;5.7225;bel
323-001;Aire du roi Akaba;Benin;Бенин;N7;7;11;40;E1;1;59;35;10.52 ha;181.4 ha;323;7.1944444;1.9930556;ben
323-002;Aire du roi Gbehanzin, aire de la cour royale des amazones, aire des rois uegbaja, Agaja, Tegbessu Kpengla, Angoglo, Ghezo, Glele, Agoli-Agbo;Benin;Бенин;N7;7;11;15;E1;1;59;32;37.7 ha;;323;7.1875;1.9922222;ben
749-001;W National Park of Niger;Niger;Нигер;N11;11;53;3;E2;2;29;16;220,000 ha;—;749;11.8841667;2.4877778;ner
749bis-002;W-Arly-Pendjari Complex;Benin;Бенин;N11;11;53;3;E2;2;39;15.99;965,901 ha;458,921 ha;749;11.8841667;2.6544417;ben
749bis-003;W-Arly-Pendjari Complex;Burkina Faso;Буркина-Фасо;N11;11;54;0;E2;2;9;42;528,930 ha;642,300 ha;749;11.9;2.1616667;bfa
1504-001;Radimlja, Stolac;Bosnia and Herzegovina;Босния и Герцеговина;N43;43;5;31.97;E17;17;55;26.59;1.48 ha;51.22 ha;1504;43.0922139;17.9240528;bih
1504-002;Grčka glavica in the village of Biskup, Konjic;Bosnia and Herzegovina;Босния и Герцеговина;N43;43;29;48;E18;18;7;18;0.26 ha;2.34 ha;1504;43.4966667;18.1216667;bih
1504-003;Kalufi in Krekovi, Nevesinje;Bosnia and Herzegovina;Босния и Герцеговина;N43;43;18;47.5;E18;18;11;47.3;1.99 ha;9.98 ha;1504;43.3131944;18.1964722;bih
1504-004;Borak in the village of Burati, Rogatica;Bosnia and Herzegovina;Босния и Герцеговина;N43;43;50;13;E18;18;53;4.05;3 ha;4.6 ha;1504;43.8369444;18.8844583;bih
1504-005;Maculje, Novi Travnik;Bosnia and Herzegovina;Босния и Герцеговина;N44;44;3;2;E17;17;40;30;0.6 ha;17.23 ha;1504;44.0505556;17.675;bih
1504-006;Dugo polje at Blidinje, Jablanica;Bosnia and Herzegovina;Босния и Герцеговина;N43;43;39;47.6;E17;17;32;35;0.65 ha;35.02 ha;1504;43.6632222;17.5430556;bih
1504-007;Gvozno, Kalinovik;Bosnia and Herzegovina;Босния и Герцеговина;N43;43;33;27.6;E18;18;26;18;0.27 ha;7.1 ha;1504;43.5576667;18.4383333;bih
1504-008;Grebnice, Radmilovića Dubrava, Baljci, Bileća;Bosnia and Herzegovina;Босния и Герцеговина;N42;42;54;16.5;E18;18;27;52;1.18 ha;2.5 ha;1504;42.9045833;18.4644444;bih
1504-009;Bijača, Ljubuški;Bosnia and Herzegovina;Босния и Герцеговина;N43;43;7;44.9;E17;17;35;37;0.22 ha;4.7 ha;1504;43.1291389;17.5936111;bih
1504-010;Olovci, Kladanj;Bosnia and Herzegovina;Босния и Герцеговина;N44;44;17;16;E18;18;38;52;0.06 ha;4.32 ha;1504;44.2877778;18.6477778;bih
1504-011;Mramor in Musići, Olovo;Bosnia and Herzegovina;Босния и Герцеговина;N44;44;6;26;E18;18;31;15;0.51 ha;5.45 ha;1504;44.1072222;18.5208333;bih
1504-012;Kučarin in Hrančići, Goražde;Bosnia and Herzegovina;Босния и Герцеговина;N43;43;40;57.3;E18;18;45;34;2.38 ha;11.86 ha;1504;43.6825833;18.7594444;bih
1504-013;Boljuni, Stolac;Bosnia and Herzegovina;Босния и Герцеговина;N43;43;1;40.38;E17;17;52;29.36;1.06 ha;1.35 ha;1504;43.0278833;17.8748222;bih
1504-014;Dolovi in the village of Umoljani, Trnovo;Bosnia and Herzegovina;Босния и Герцеговина;N43;43;39;18.5;E18;18;14;13.24;22.38 ha;31.56 ha;1504;43.6551389;18.2370111;bih
1504-015;Luburića polje, Sokolac;Bosnia and Herzegovina;Босния и Герцеговина;N43;43;57;28.34;E18;18;50;34.45;3 ha;4.6 ha;1504;43.9578722;18.8429028;bih
1504-016;Potkuk in Bitunja, Berkovići;Bosnia and Herzegovina;Босния и Герцеговина;N43;43;6;35.86;E18;18;7;44.24;1.06 ha;5.1 ha;1504;43.1099611;18.1289556;bih
1504-017;Bečani, Šekovići;Bosnia and Herzegovina;Босния и Герцеговина;N44;44;19;40.09;E18;18;50;41.78;0.39 ha;2.1 ha;1504;44.3278028;18.8449389;bih
1504-018;Mramor in Vrbica, Foča;Bosnia and Herzegovina;Босния и Герцеговина;N43;43;23;24.99;E18;18;56;34.99;2.22 ha;2.79 ha;1504;43.390275;18.9430528;bih
1504-019;Čengića Bara, Kalinovik;Bosnia and Herzegovina;Босния и Герцеговина;N43;43;25;14.83;E18;18;24;7.24;0.38 ha;1.9 ha;1504;43.4207861;18.4020111;bih
1504-020;Ravanjska vrata, Kupres;Bosnia and Herzegovina;Босния и Герцеговина;N43;43;51;47.91;E17;17;18;45.57;1.51 ha;21 ha;1504;43.8633083;17.3126583;bih
1504-021;Velika and Mala Crljivica, Cista Velika;Croatia;Хорватия;N43;43;30;55.28;E16;16;55;37.9;2.06 ha;8.02 ha;1504;43.5153556;16.9271944;hrv
1504-022;St. Barbara, Dubravka, Konavle;Croatia;Хорватия;N42;42;32;30.42;E18;18;25;20.57;0.17 ha;9.63 ha;1504;42.5417833;18.4223806;hrv
1504-023;Grčko groblje, Žabljak;Montenegro;Черногория;N43;43;5;41.34;E19;19;8;57.06;0.1 ha;7.49 ha;1504;43.0948167;19.1491833;mne
1504-024;Bare Žugića, Žabljak;Montenegro;Черногория;N43;43;6;27.36;E19;19;10;5.22;0.42 ha;3.01 ha;1504;43.1076;19.1681167;mne
1504-025;Grčko groblje, Plužine;Montenegro;Черногория;N43;43;20;30.18;E18;18;51;26.22;0.05 ha;0.77 ha;1504;43.3417167;18.8572833;mne
1504-026;Mramorje, Perućac, Bajina Bašta;Serbia;Сербия;N43;43;57;28;E19;19;25;49;0.55 ha;17.85 ha;1504;43.9577778;19.4302778;srb
1504-027;Mramorje, Rastište, Bajina Bašta;Serbia;Сербия;N43;43;56;45;E19;19;21;13;0.33 ha;23 ha;1504;43.9458333;19.3536111;srb
1504-028;Grčko groblje, Hrta, Prijepolje;Serbia;Сербия;N43;43;17;56;E19;19;37;28;0.87 ha;24.75 ha;1504;43.2988889;19.6244444;srb
892-001;Una Biological Reserve;Brazil;Бразилия;S15;-15;15;0;W39;-39;10;0;11,400 ha;;892;-14.75;-38.8333333;bra
892-002;PAU Brazil CEPLAC Experimental Station;Brazil;Бразилия;S16;-16;22;21;W39;-39;10;41;1,145 ha;;892;-15.6275;-38.8219444;bra
892-003;Veracruz Station;Brazil;Бразилия;S16;-16;10;0;W39;-39;7;0;6,069 ha;;892;-15.8333333;-38.8833333;bra
892-004;Pau Brazil National Park;Brazil;Бразилия;S16;-16;30;0;W39;-39;18;0;11,538 ha;;892;-15.5;-38.7;bra
892-005;Discovery National Park;Brazil;Бразилия;S16;-16;55;60;W39;-39;30;0;21,129 ha;;892;-15.0666667;-38.5;bra
892-006;Monte Pascoal National Park;Brazil;Бразилия;S16;-16;49;60;W39;-39;10;0;13,872.5 ha;;892;-15.1666667;-38.8333333;bra
892-007;Linhares Forest Reserve;Brazil;Бразилия;S19;-19;12;0;W39;-39;49;60;22,777 ha;;892;-18.8;-38.1666667;bra
892-008;Sooretama Biological Reserve;Brazil;Бразилия;S18;-18;55;0;W40;-40;0;0;24,000 ha;;892;-17.0833333;-40;bra
998-001;Jau National Park, Amana Sustainable Development Reserve and Demonstration Area of Mamiraua Sustainable Development Reserve;Brazil;Бразилия;S2;-2;30;0;W65;-65;5;0;4,882,000 ha;;998;-1.5;-64.9166667;bra
998-002;Anavilhanas Ecological Station;Brazil;Бразилия;S2;-2;23;41;W60;-60;55;14;350,018 ha;;998;-1.6052778;-59.0794444;bra
1000rev-001;National Marine Park of Fernando de Noronha;Brazil;Бразилия;S3;-3;51;28.6;W32;-32;25;30.4;11,270 ha;;1000;-2.1420556;-31.5748889;bra
1000rev-002;Biological Marine Reserve of Rocas Atoll;Brazil;Бразилия;S3;-3;51;37.6;W33;-33;49;10.8;32,000 ha;;1000;-2.1395556;-32.1803333;bra
1308rev-001;Serra da Bocaina National Park;Brazil;Бразилия;S23;-23;1;6.98;W44;-44;41;7.31;106,566.42 ha;258,921 ha;1308;-22.9813944;-43.3146361;bra
1308rev-002;Ilha Grande State Park;Brazil;Бразилия;S23;-23;9;18.29;W44;-44;13;33.11;12,052 ha;;1308;-22.8449194;-43.7741361;bra
1308rev-003;Praia do Sul Biological Reserve;Brazil;Бразилия;S23;-23;10;12.43;W44;-44;17;18.89;3,502 ha;;1308;-22.8298806;-43.7114194;bra
1308rev-004;Environmental Protection Area of Cairuçu;Brazil;Бразилия;S23;-23;17;57.98;W44;-44;35;29.67;28,213.45 ha;;1308;-22.7005611;-43.408425;bra
1308rev-005;Paraty Historic Center;Brazil;Бразилия;S23;-23;13;10.46;W44;-44;42;43.04;45.63 ha;;1308;-22.7804278;-43.2880444;bra
1308rev-006;Morro da Vila Velha;Brazil;Бразилия;S23;-23;12;44.91;W44;-44;42;46.22;12.55 ha;;1308;-22.787525;-43.2871611;bra
1035bis-001;Chapada dos Veadeiros National Park (1);Brazil;Бразилия;S14;-14;0;20.49;W47;-47;41;4.59;250,043 ha;0 ha;1035;-13.9943083;-46.3153917;bra
1035bis-003;Emas National Park;Brazil;Бразилия;S18;-18;0;0;W53;-53;0;0;131,386 ha;;1035;-18;-53;bra
1100rev-001;Tijuca Forest, Pretos Forros and Covanca – Tijuca National Park;Brazil;Бразилия;S22;-22;56;52;W43;-43;17;29;1,982.58 ha;2,155.345 ha;1100;-21.0522222;-42.7086111;bra
1100rev-002;Pedra Bonita and Pedra da Gávea - Tijuca National Park;Brazil;Бразилия;S22;-22;59;52;W43;-43;17;13;257.89 ha;2,155.345 ha;1100;-21.0022222;-42.7130556;bra
1100rev-003;Carioca Mountaion range - Tijuca National Park and Botanic Gardens;Brazil;Бразилия;S22;-22;57;14;W43;-43;14;50;1,823.97 ha;2,155.345 ha;1100;-21.0461111;-42.7527778;bra
1100rev-004;Mouth of Guanabara Bay and Manmade Shorelines – Flamengo Park, Historic Forts of Niterói, Sugar Loaf Natural Monument Copacabana Seafront;Brazil;Бразилия;S22;-22;56;56;W43;-43;9;7;3,184.34 ha;2,155.345 ha;1100;-21.0511111;-42.8480556;bra
1602-001;Site de Tiwêga;Burkina Faso;Буркина-Фасо;N13;13;5;16.13;W1;-1;8;40.92;5.1 ha;15 ha;1602;13.0878139;-0.8553;bfa
1602-002;Site de Yamané;Burkina Faso;Буркина-Фасо;N12;12;49;19.12;W1;-1;18;3.71;13.1 ha;188.4 ha;1602;12.8219778;-0.6989694;bfa
1602-003;Site de Kindibo;Burkina Faso;Буркина-Фасо;N13;13;14;5.3;W2;-2;10;51.4;18 ha;22.6 ha;1602;13.2348056;-1.8190556;bfa
1602-004;Site de Békuy;Burkina Faso;Буркина-Фасо;N11;11;37;20.61;W3;-3;53;30.99;1.9 ha;439.5 ha;1602;11.6223917;-2.1080583;bfa
1602-005;Site de Douroula;Burkina Faso;Буркина-Фасо;N12;12;35;15.91;W3;-3;19;44.34;84.2 ha;132 ha;1602;12.5877528;-2.6710167;bfa
668-001;Angkor;Cambodia;Камбоджа;N13;13;26;20;E103;103;52;4;35,100 ha;;668;13.4388889;103.8677778;khm
668-002;Roluos;Cambodia;Камбоджа;N13;13;20;8.581;E103;103;58;26.425;3,000 ha;;668;13.3357169;103.9740069;khm
668-003;Banteay Srei;Cambodia;Камбоджа;N13;13;35;57.782;E103;103;57;49.543;2,000 ha;;668;13.5993839;103.9637619;khm
1380rev-001;Parc National de Nouabalé-Ndoki - Congo;Congo;Конго;N2;2;36;34;E16;16;33;15;406,455 ha;1,787,950 ha;1380;2.6094444;16.5541667;cog
1380rev-002;Parc National de Lobeké - Cameroon;Cameroon;Камерун;N2;2;22;2;E15;15;48;51;217,854 ha;;1380;2.3672222;15.8141667;cmr
1380rev-003;Parc National de Dzanga-Ndoki – CAR;Central African Republic;Центральноафриканская Республика;N2;2;55;0;E16;16;25;27;122,000 ha;;1380;2.9166667;16.4241667;caf
686rev-001;Fleurant Component;Canada;Канада;N48;48;6;34;W66;-66;21;31.3;86.4 ha;775 ha;686;48.1094444;-65.6413056;can
686rev-002;West Miguasha Component;Canada;Канада;N48;48;5;21;W66;-66;20;20;0.9 ha;;686;48.0891667;-65.6611111;can
1221-001;Rideau Canal;Canada;Канада;N44;44;59;39.79;W75;-75;45;54.45;21,427.07 ha;2,334.78 ha;1221;44.9943861;-74.234875;can
1221-002;Fort Henry, Kingston;Canada;Канада;N44;44;13;51.41;W76;-76;27;35.7;23.9 ha;11.88 ha;1221;44.2309472;-75.5400833;can
1221-003;Fort Frederick, Kingston;Canada;Канада;N44;44;13;40.64;W76;-76;28;10.61;3.1 ha;3 ha;1221;44.2279556;-75.5303861;can
1221-004;Cathcart Tower, Cedar Island;Canada;Канада;N44;44;13;31;W76;-76;27;14;0.25 ha;9.15 ha;1221;44.2252778;-75.5461111;can
1221-005;Shoal Tower,Kingston;Canada;Канада;N44;44;13;43.88;W76;-76;28;41;0.32 ha;1.68 ha;1221;44.2288556;-75.5219444;can
1221-006;Murney Tower, Kingston;Canada;Канада;N44;44;13;19.71;W76;-76;29;25.22;0.17 ha;2.71 ha;1221;44.2221417;-75.5096611;can
1597-001;Áísínai’pi;Canada;Канада;N49;49;4;30;W111;-111;37;59.99;948 ha;850 ha;1597;49.075;-110.3666694;can
1597-002;Haffner Coulee;Canada;Канада;N49;49;5;48.98;W111;-111;46;44;50 ha;144 ha;1597;49.0969389;-110.2211111;can
1597-003;Poverty Rock;Canada;Канада;N49;49;6;37;W111;-111;47;44.98;108 ha;53 ha;1597;49.1102778;-110.2041722;can
971bis-001;Church of Achao;Chile;Чили;S42;-42;28;18.1;W73;-73;29;17.39;0.165 ha;;971;-41.5283056;-72.5118361;chl
971bis-002;Church of Quinchao;Chile;Чили;S42;-42;32;6.28;W73;-73;25;38;0.68 ha;;971;-41.4649222;-72.5727778;chl
971bis-003;Church of Castro;Chile;Чили;S42;-42;28;53.3;W73;-73;45;49.48;0.6727 ha;;971;-41.5185278;-72.2362556;chl
971bis-004;Church of Rilán;Chile;Чили;S42;-42;31;11.3;W73;-73;37;42;0.7 ha;;971;-41.4801944;-72.3716667;chl
971bis-005;Church of Nercón;Chile;Чили;S42;-42;30;4.38;W73;-73;47;7.58;0.42 ha;59.8 ha;971;-41.4987833;-72.2145611;chl
971bis-006;Church of Aldachildo;Chile;Чили;S42;-42;35;2.09;W73;-73;36;43.18;4.16 ha;;971;-41.4160861;-72.3880056;chl
971bis-007;Church of Ichuac;Chile;Чили;S42;-42;36;57.3;W73;-73;43;11.4;0.32 ha;168.25 ha;971;-41.3840833;-72.2801667;chl
971bis-008;Church of Detif;Chile;Чили;S42;-42;41;6.38;W73;-73;33;23.69;0.24 ha;76.94 ha;971;-41.3148944;-72.4434194;chl
971bis-009;Church of Vilupulli;Chile;Чили;S42;-42;36;19.1;W73;-73;47;17.08;0.23 ha;27.54 ha;971;-41.3946944;-72.2119222;chl
971bis-010;Church of Chonchi;Chile;Чили;S42;-42;37;26.7;W73;-73;46;25.4;0.52 ha;;971;-41.3759167;-72.2262778;chl
971bis-011;Church of Tenaún;Chile;Чили;S42;-42;19;53.39;W73;-73;22;30.5;0.34 ha;;971;-41.6685028;-72.6248611;chl
971bis-012;Church of Colo;Chile;Чили;S42;-42;15;31.7;W73;-73;24;6.99;0.42 ha;7.25 ha;971;-41.7411944;-72.5980583;chl
971bis-013;Church of San Juan;Chile;Чили;S42;-42;20;6.09;W73;-73;30;15.8;0.1 ha;;971;-41.664975;-72.4956111;chl
971bis-014;Church of Dalcahue;Chile;Чили;S42;-42;22;44.7;W73;-73;38;51.08;1.56 ha;;971;-41.6209167;-72.3524778;chl
971bis-015;Church of Chelín;Chile;Чили;S42;-42;36;4.79;W73;-73;30;58.5;0.33 ha;38.88 ha;971;-41.3986694;-72.48375;chl
971bis-016;Churgh of Caguach;Chile;Чили;S42;-42;30;36.88;W73;-73;15;57.3;3.04 ha;;971;-41.4897556;-72.7340833;chl
439-001;The Imperial Palace of the Ming and Qing Dynasties in Beijing;China;Китай;N39;39;55;1.625;E116;116;23;49.744;;;439;39.9171181;116.3971511;chn
439-002;The Imperial Palace of the Qing Dynasty in Shenyang;China;Китай;N41;41;47;49.787;E123;123;27;21.391;;;439;41.7971631;123.4559419;chn
438-001;Badaling;China;Китай;N40;40;21;0;E116;116;1;0;573.59 ha;805.58 ha;438;40.35;116.0166667;chn
438-002;Shanhaiguan;China;Китай;N39;39;58;3.673;E119;119;47;33.223;255.36 ha;675.32 ha;438;39.9676869;119.7925619;chn
438-003;Jiayuguan;China;Китай;N39;39;48;0;E98;98;13;30;1,322.6 ha;3,319.9 ha;438;39.8;98.225;chn
707-001;Potala Palace;China;Китай;N29;29;39;19.746;E91;91;7;6.305;13 ha;—;707;29.655485;91.1184181;chn
707-002;Jokhang Temple Monastery;China;Китай;N29;29;39;0.893;E91;91;8;1.637;7.5 ha;130 ha;707;29.6502481;91.1337881;chn
707-003;Norbulingka;China;Китай;N29;29;39;5.504;E91;91;5;35.232;40 ha;68.8 ha;707;29.6515289;91.09312;chn
779-001;Mount Emei Scenic Area;China;Китай;N29;29;32;45.974;E103;103;20;54.809;;—;779;29.5461039;103.3485581;chn
779-002;Leshan Giant Buddha Scenic Area;China;Китай;N29;29;32;41;E103;103;46;24;;—;779;29.5447222;103.7733333;chn
812-001;Ancient City of Ping Yao;China;Китай;N37;37;12;13.3;E112;112;10;44.6;242.54 ha;88.29 ha;812;37.2036944;112.1790556;chn
812-002;Zhen Guo Temple;China;Китай;N37;37;17;10.334;E112;112;16;44.065;1.45 ha;3.85 ha;812;37.2862039;112.2789069;chn
812-003;Shuang Lin Temple;China;Китай;N37;37;10;14.66;E112;112;7;54.282;1.63 ha;3.85 ha;812;37.1707389;112.131745;chn
813-001;The Humble Administrator's Garden;China;Китай;N31;31;19;27.721;E120;120;37;44.62;5.195 ha;—;813;31.3243669;120.6290611;chn
813-002;The Lingering Garden;China;Китай;N31;31;18;56.2;E120;120;35;33.515;2.331 ha;—;813;31.3156111;120.5926431;chn
813-003;The Master-of-Nets Garden;China;Китай;N31;31;17;52.66;E120;120;38;2.418;0.54 ha;—;813;31.2979611;120.634005;chn
813-004;The Mountain Villa with Embracing Beauty;China;Китай;N31;31;18;37.937;E120;120;36;48.251;0.218 ha;—;813;31.3105381;120.6134031;chn
813-005;The Canglang Pavilion;China;Китай;N31;31;17;41.348;E120;120;37;30.972;1.174 ha;16.362 ha;813;31.2948189;120.62527;chn
813-006;The Lion Forest Garden;China;Китай;N31;31;19;15.91;E120;120;37;44.191;0.874 ha;4.79 ha;813;31.3210861;120.6289419;chn
813-007;The Garden of Cultivation;China;Китай;N31;31;18;46.922;E120;120;36;33.786;0.38 ha;1.117 ha;813;31.3130339;120.609385;chn
813-008;The Couple's Retreat;China;Китай;N31;31;18;58.324;E120;120;38;19.028;0.789 ha;3.039 ha;813;31.3162011;120.6386189;chn
813-009;The Retreat & Reflection Garden;China;Китай;N31;31;9;28.382;E120;120;43;13.519;0.421 ha;1.531 ha;813;31.1578839;120.7204219;chn
811-001;Dayan Old Town;China;Китай;N26;26;52;30;E100;100;13;60;;214 ha;811;26.875;100.2333333;chn
811-002;Heilongtan Pool;China;Китай;N26;26;53;20;E100;100;13;60;;215 ha;811;26.8888889;100.2333333;chn
811-003;Baisha Village;China;Китай;N26;26;57;20;E100;100;12;50;21 ha;85 ha;811;26.9555556;100.2138889;chn
